precision,recall
0.03133954877507366,1.0
0.031354101471805534,1.0
0.03135853323641063,1.0
0.03140418992154008,1.0
0.03140609516875973,1.0
0.031419438375010114,1.0
0.031441065716483786,1.0
0.03145762437206288,1.0
0.03219186600887194,1.0
0.032193200663349915,1.0
0.0322072212198511,1.0
0.032207889170019495,1.0
0.032209893186767605,1.0
0.03221657504408256,1.0
0.03222392828982861,1.0
0.032241991404903775,1.0
0.03227012987012987,1.0
0.03231511923092929,1.0
0.03231982685063786,1.0
0.032321844821844824,1.0
0.03232251753491373,1.0
0.03234001790883155,1.0
0.032350796792000834,1.0
0.032378450504545075,1.0
0.032379125575964805,1.0
0.032381826143163955,1.0
0.032412238594147845,1.0
0.03279207753542093,1.0
0.03281841043088692,1.0
0.03283298097251586,1.0
0.032833675130552444,1.0
0.032857293980746854,1.0
0.03295770463275397,1.0
0.03300533441013325,1.0
0.033949065471636244,1.0
0.03395574602064019,1.0
0.03410188844971453,1.0
0.03411012761097323,1.0
0.03416716168349724,1.0
0.03422589531680441,1.0
0.034234194515474825,1.0
0.0344712776347332,1.0
0.03447280799112098,1.0
0.034488884940815916,1.0
0.03449118287211833,1.0
0.034491948917268186,1.0
0.03451034421457301,1.0
0.03451111111111111,1.0
0.03451187804173426,1.0
0.03451264500644473,1.0
0.03451341200524479,1.0
0.03451494610512279,1.0
0.03451571320620527,1.0
0.034516480341386435,1.0
0.03451801471405392,1.0
0.034518781951544786,1.0
0.03451954922314344,1.0
0.03452031652885214,1.0
0.03452108386867317,1.0
0.034521851242608814,1.0
0.03452261865066133,1.0
0.034527223815558374,1.0
0.034527991462492774,1.0
0.034528759143562265,1.0
0.034531830209236655,1.0
0.034532598061015746,1.0
0.03453336594694358,1.0
0.03453413386702246,1.0
0.03453490182125464,1.0
0.034535669809642414,1.0
0.03453643783218805,1.0
0.03453720588889383,1.0
0.034537973979762035,1.0
0.03453874210479495,1.0
0.03453951026399484,1.0
0.034540278457363995,1.0
0.034541046684904694,1.0
0.03454181494661922,1.0
0.03454335157257885,1.0
0.03454411993682852,1.0
0.03454488833526114,1.0
0.03454565676787899,1.0
0.03454642523468435,1.0
0.034547193735679486,1.0
0.034547962270866706,1.0
0.03454873084024827,1.0
0.03454949944382647,1.0
0.034550268081603594,1.0
0.03455103675358192,1.0
0.034551805459763725,1.0
0.034552574200151294,1.0
0.034553342974746916,1.0
0.03455488062657144,1.0
0.03455641841525556,1.0
0.03455718736092568,1.0
0.034559494403275694,1.0
0.03456026348584654,1.0
0.03456103260264827,1.0
0.03456180175368318,1.0
0.034562570938953555,1.0
0.03456334015846167,1.0
0.03456718676964854,1.0
0.03456795619463117,1.0
