precision,recall
0.03133954877507366,1.0
0.03134018122010776,1.0
0.031340813690668386,1.0
0.03134144618675708,1.0
0.03134207870837538,1.0
0.03134271125552483,1.0
0.03134334382820699,1.0
0.0313439764264234,1.0
0.031344609050175595,1.0
0.031345241699465134,1.0
0.03134587437429356,1.0
0.03134650707466242,1.0
0.03134713980057325,1.0
0.031347772552027614,1.0
0.03134840532902705,1.0
0.0313490381315731,1.0
0.03134967095966733,1.0
0.03135030381331126,1.0
0.031351569597254464,1.0
0.03135220252755683,1.0
0.031352835483415095,1.0
0.031354101471805534,1.0
0.0313547345043408,1.0
0.03135536756243817,1.0
0.031356000646099176,1.0
0.03135663375532538,1.0
0.03135790005047956,1.0
0.03135979968498849,1.0
0.03136043294763838,1.0
0.0313610662358643,1.0
0.031361699549667804,1.0
0.031362332889050444,1.0
0.031362966254013774,1.0
0.03136423306068868,1.0
0.03136486650240336,1.0
0.031368034094811044,1.0
0.03136866769007029,1.0
0.031369301310925725,1.0
0.0313699349573789,1.0
0.03137056862943137,1.0
0.03137437119941817,1.0
0.031383247448721834,1.0
0.03138388165871797,1.0
0.031384515894347556,1.0
0.03138515015561214,1.0
0.03138578444251329,1.0
0.03138641875505255,1.0
0.03138705309323147,1.0
0.03138832184651454,1.0
0.031388956261621796,1.0
0.03138959070237494,1.0
0.031390859660825096,1.0
0.03139149417852523,1.0
0.03143979269576484,1.0
0.03144042919323818,1.0
0.031441065716483786,1.0
0.031442338840298026,1.0
0.03150357026939305,1.0
0.03150420935186125,1.0
0.031504848460258854,1.0
0.03150548759458747,1.0
0.03150612675484866,1.0
0.03151060160292178,1.0
0.03151124097070043,1.0
0.031631260565818685,1.0
0.031631904839498126,1.0
0.031632549139423566,1.0
0.031633193465596614,1.0
0.03163383781801886,1.0
0.0316351266016174,1.0
0.031652535463883906,1.0
0.031653180604528874,1.0
0.03179705575233922,1.0
0.031798357869735255,1.0
0.031799008968426225,1.0
0.031802916120576674,1.0
0.03180356740595114,1.0
0.03180421871800123,1.0
0.03180617281422164,1.0
0.03197512816817311,1.0
0.031975786526107726,1.0
0.031976444911153666,1.0
0.031977103323312606,1.0
0.0319784202289762,1.0
0.0319790787224842,1.0
0.03199027726280229,1.0
0.031990936244721394,1.0
0.031991595253790375,1.0
0.031992254290010916,1.0
0.031992913353384694,1.0
0.03199357244391339,1.0
0.03199423156159868,1.0
0.03199554987844575,1.0
0.031996209077610895,1.0
0.03203052490460968,1.0
0.03203118554574705,1.0
0.03203184621413691,1.0
0.03203250690978095,1.0
0.032033167632680846,1.0
0.03203382838283828,1.0
0.032034489160254954,1.0
0.03203514996493255,1.0
0.032050356000412755,1.0
0.03205829531614475,1.0
0.03205895710334008,1.0
0.032059618917858836,1.0
0.03206028075970273,1.0
0.03212793247548513,1.0
0.03212926183382986,1.0
0.03212992655425675,1.0
0.032130591302188934,1.0
0.03213125607762812,1.0
0.03214788440837957,1.0
0.03214854989960047,1.0
0.03214921541837453,1.0
0.03214988096470345,1.0
0.03215054653858894,1.0
0.03215121214003271,1.0
0.0321572037934319,1.0
0.03215786967055267,1.0
0.03215853557525056,1.0
0.03215920150752728,1.0
0.03216186551245677,1.0
0.03216386380581559,1.0
0.03216452995878467,1.0
0.032165196139348,1.0
0.032165862347507304,1.0
0.032172525947256114,1.0
0.032173192459084315,1.0
0.03217385899852908,1.0
0.03217452556559211,1.0
0.03217519216027514,1.0
0.03217585878257987,1.0
0.03217652543250803,1.0
0.032183860405354994,1.0
